,FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,Year,Production
21078,47061,47061,TN,Grundy County,8,7,0,0,2006,0
24187,47061,47061,TN,Grundy County,8,7,0,0,2007,0
33514,47061,47061,TN,Grundy County,8,7,0,0,2010,0
14860,47061,47061,TN,Grundy County,8,7,0,0,2004,0
30405,47061,47061,TN,Grundy County,8,7,0,0,2009,0
17969,47061,47061,TN,Grundy County,8,7,0,0,2005,0
8642,47061,47061,TN,Grundy County,8,7,0,0,2002,0
11751,47061,47061,TN,Grundy County,8,7,0,0,2003,0
5533,47061,47061,TN,Grundy County,8,7,0,0,2001,0
2424,47061,47061,TN,Grundy County,8,7,0,0,2000,0
2425,47063,47063,TN,Hamblen County,3,2,1,2,2000,0
17970,47063,47063,TN,Hamblen County,3,2,1,2,2005,0
30406,47063,47063,TN,Hamblen County,3,2,1,2,2009,0
36624,47063,47063,TN,Hamblen County,3,2,1,2,2011,0
8643,47063,47063,TN,Hamblen County,3,2,1,2,2002,0
27297,47063,47063,TN,Hamblen County,3,2,1,2,2008,0
24188,47063,47063,TN,Hamblen County,3,2,1,2,2007,0
33515,47063,47063,TN,Hamblen County,3,2,1,2,2010,0
14861,47063,47063,TN,Hamblen County,3,2,1,2,2004,0
5534,47063,47063,TN,Hamblen County,3,2,1,2,2001,0
11752,47063,47063,TN,Hamblen County,3,2,1,2,2003,0
21079,47063,47063,TN,Hamblen County,3,2,1,2,2006,0
8644,47065,47065,TN,Hamilton County,2,2,1,2,2002,0
24189,47065,47065,TN,Hamilton County,2,2,1,2,2007,0
27298,47065,47065,TN,Hamilton County,2,2,1,2,2008,0
36625,47065,47065,TN,Hamilton County,2,2,1,2,2011,0
21080,47065,47065,TN,Hamilton County,2,2,1,2,2006,0
17971,47065,47065,TN,Hamilton County,2,2,1,2,2005,0
2426,47065,47065,TN,Hamilton County,2,2,1,2,2000,0
14862,47065,47065,TN,Hamilton County,2,2,1,2,2004,0
30407,47065,47065,TN,Hamilton County,2,2,1,2,2009,0
5535,47065,47065,TN,Hamilton County,2,2,1,2,2001,0
33516,47065,47065,TN,Hamilton County,2,2,1,2,2010,0
11753,47065,47065,TN,Hamilton County,2,2,1,2,2003,0
36626,47067,47067,TN,Hancock County,8,7,0,0,2011,52753
17972,47067,47067,TN,Hancock County,8,7,0,0,2005,291477
2427,47067,47067,TN,Hancock County,8,7,0,0,2000,0
27299,47067,47067,TN,Hancock County,8,7,0,0,2008,109542
33517,47067,47067,TN,Hancock County,8,7,0,0,2010,59559
21081,47067,47067,TN,Hancock County,8,7,0,0,2006,187345
11754,47067,47067,TN,Hancock County,8,7,0,0,2003,461953
8645,47067,47067,TN,Hancock County,8,7,0,0,2002,765429
30408,47067,47067,TN,Hancock County,8,7,0,0,2009,91058
24190,47067,47067,TN,Hancock County,8,7,0,0,2007,132687
5536,47067,47067,TN,Hancock County,8,7,0,0,2001,979470
14863,47067,47067,TN,Hancock County,8,7,0,0,2004,306226
8646,47069,47069,TN,Hardeman County,6,4,0,0,2002,0
21082,47069,47069,TN,Hardeman County,6,4,0,0,2006,0
11755,47069,47069,TN,Hardeman County,6,4,0,0,2003,0
14864,47069,47069,TN,Hardeman County,6,4,0,0,2004,0
17973,47069,47069,TN,Hardeman County,6,4,0,0,2005,0
24191,47069,47069,TN,Hardeman County,6,4,0,0,2007,0
5537,47069,47069,TN,Hardeman County,6,4,0,0,2001,0
33518,47069,47069,TN,Hardeman County,6,4,0,0,2010,0
2428,47069,47069,TN,Hardeman County,6,4,0,0,2000,0
30409,47069,47069,TN,Hardeman County,6,4,0,0,2009,0
36627,47069,47069,TN,Hardeman County,6,4,0,0,2011,0
27300,47069,47069,TN,Hardeman County,6,4,0,0,2008,0
2429,47071,47071,TN,Hardin County,6,6,0,0,2000,0
21083,47071,47071,TN,Hardin County,6,6,0,0,2006,0
36628,47071,47071,TN,Hardin County,6,6,0,0,2011,0
17974,47071,47071,TN,Hardin County,6,6,0,0,2005,0
33519,47071,47071,TN,Hardin County,6,6,0,0,2010,0
5538,47071,47071,TN,Hardin County,6,6,0,0,2001,0
24192,47071,47071,TN,Hardin County,6,6,0,0,2007,0
14865,47071,47071,TN,Hardin County,6,6,0,0,2004,0
11756,47071,47071,TN,Hardin County,6,6,0,0,2003,0
27301,47071,47071,TN,Hardin County,6,6,0,0,2008,0
8647,47071,47071,TN,Hardin County,6,6,0,0,2002,0
30410,47071,47071,TN,Hardin County,6,6,0,0,2009,0
24193,47073,47073,TN,Hawkins County,2,2,1,2,2007,0
5539,47073,47073,TN,Hawkins County,2,2,1,2,2001,0
30411,47073,47073,TN,Hawkins County,2,2,1,2,2009,0
2430,47073,47073,TN,Hawkins County,2,2,1,2,2000,0
14866,47073,47073,TN,Hawkins County,2,2,1,2,2004,0
8648,47073,47073,TN,Hawkins County,2,2,1,2,2002,0
27302,47073,47073,TN,Hawkins County,2,2,1,2,2008,0
17975,47073,47073,TN,Hawkins County,2,2,1,2,2005,0
11757,47073,47073,TN,Hawkins County,2,2,1,2,2003,0
21084,47073,47073,TN,Hawkins County,2,2,1,2,2006,0
36629,47073,47073,TN,Hawkins County,2,2,1,2,2011,0
33520,47073,47073,TN,Hawkins County,2,2,1,2,2010,0
5540,47075,47075,TN,Haywood County,6,4,0,0,2001,0
8649,47075,47075,TN,Haywood County,6,4,0,0,2002,0
11758,47075,47075,TN,Haywood County,6,4,0,0,2003,0
21085,47075,47075,TN,Haywood County,6,4,0,0,2006,0
17976,47075,47075,TN,Haywood County,6,4,0,0,2005,0
27303,47075,47075,TN,Haywood County,6,4,0,0,2008,0
24194,47075,47075,TN,Haywood County,6,4,0,0,2007,0
33521,47075,47075,TN,Haywood County,6,4,0,0,2010,0
30412,47075,47075,TN,Haywood County,6,4,0,0,2009,0
36630,47075,47075,TN,Haywood County,6,4,0,0,2011,0
2431,47075,47075,TN,Haywood County,6,4,0,0,2000,0
14867,47075,47075,TN,Haywood County,6,4,0,0,2004,0
36631,47077,47077,TN,Henderson County,6,6,0,0,2011,0
2432,47077,47077,TN,Henderson County,6,6,0,0,2000,0
33522,47077,47077,TN,Henderson County,6,6,0,0,2010,0
27304,47077,47077,TN,Henderson County,6,6,0,0,2008,0
17977,47077,47077,TN,Henderson County,6,6,0,0,2005,0
21086,47077,47077,TN,Henderson County,6,6,0,0,2006,0
11759,47077,47077,TN,Henderson County,6,6,0,0,2003,0
24195,47077,47077,TN,Henderson County,6,6,0,0,2007,0
5541,47077,47077,TN,Henderson County,6,6,0,0,2001,0
8650,47077,47077,TN,Henderson County,6,6,0,0,2002,0
14868,47077,47077,TN,Henderson County,6,6,0,0,2004,0
30413,47077,47077,TN,Henderson County,6,6,0,0,2009,0
21087,47079,47079,TN,Henry County,7,8,0,1,2006,0
14869,47079,47079,TN,Henry County,7,8,0,1,2004,0
5542,47079,47079,TN,Henry County,7,8,0,1,2001,0
30414,47079,47079,TN,Henry County,7,8,0,1,2009,0
36632,47079,47079,TN,Henry County,7,8,0,1,2011,0
8651,47079,47079,TN,Henry County,7,8,0,1,2002,0
17978,47079,47079,TN,Henry County,7,8,0,1,2005,0
2433,47079,47079,TN,Henry County,7,8,0,1,2000,0
24196,47079,47079,TN,Henry County,7,8,0,1,2007,0
27305,47079,47079,TN,Henry County,7,8,0,1,2008,0
33523,47079,47079,TN,Henry County,7,8,0,1,2010,0
11760,47079,47079,TN,Henry County,7,8,0,1,2003,0
11761,47081,47081,TN,Hickman County,1,1,1,2,2003,0
5543,47081,47081,TN,Hickman County,1,1,1,2,2001,0
30415,47081,47081,TN,Hickman County,1,1,1,2,2009,0
27306,47081,47081,TN,Hickman County,1,1,1,2,2008,0
21088,47081,47081,TN,Hickman County,1,1,1,2,2006,0
36633,47081,47081,TN,Hickman County,1,1,1,2,2011,0
17979,47081,47081,TN,Hickman County,1,1,1,2,2005,0
2434,47081,47081,TN,Hickman County,1,1,1,2,2000,0
24197,47081,47081,TN,Hickman County,1,1,1,2,2007,0
8652,47081,47081,TN,Hickman County,1,1,1,2,2002,0
14870,47081,47081,TN,Hickman County,1,1,1,2,2004,0
33524,47081,47081,TN,Hickman County,1,1,1,2,2010,0
8653,47083,47083,TN,Houston County,8,4,0,0,2002,0
30416,47083,47083,TN,Houston County,8,4,0,0,2009,0
11762,47083,47083,TN,Houston County,8,4,0,0,2003,0
27307,47083,47083,TN,Houston County,8,4,0,0,2008,0
2435,47083,47083,TN,Houston County,8,4,0,0,2000,0
36634,47083,47083,TN,Houston County,8,4,0,0,2011,0
17980,47083,47083,TN,Houston County,8,4,0,0,2005,0
21089,47083,47083,TN,Houston County,8,4,0,0,2006,0
33525,47083,47083,TN,Houston County,8,4,0,0,2010,0
5544,47083,47083,TN,Houston County,8,4,0,0,2001,0
24198,47083,47083,TN,Houston County,8,4,0,0,2007,0
14871,47083,47083,TN,Houston County,8,4,0,0,2004,0
27308,47085,47085,TN,Humphreys County,6,4,0,0,2008,0
8654,47085,47085,TN,Humphreys County,6,4,0,0,2002,0
24199,47085,47085,TN,Humphreys County,6,4,0,0,2007,0
21090,47085,47085,TN,Humphreys County,6,4,0,0,2006,0
33526,47085,47085,TN,Humphreys County,6,4,0,0,2010,0
17981,47085,47085,TN,Humphreys County,6,4,0,0,2005,0
11763,47085,47085,TN,Humphreys County,6,4,0,0,2003,0
5545,47085,47085,TN,Humphreys County,6,4,0,0,2001,0
36635,47085,47085,TN,Humphreys County,6,4,0,0,2011,0
30417,47085,47085,TN,Humphreys County,6,4,0,0,2009,0
2436,47085,47085,TN,Humphreys County,6,4,0,0,2000,0
14872,47085,47085,TN,Humphreys County,6,4,0,0,2004,0
27309,47087,47087,TN,Jackson County,8,3,0,1,2008,0
8655,47087,47087,TN,Jackson County,8,3,0,1,2002,0
21091,47087,47087,TN,Jackson County,8,3,0,1,2006,0
33527,47087,47087,TN,Jackson County,8,3,0,1,2010,0
24200,47087,47087,TN,Jackson County,8,3,0,1,2007,0
17982,47087,47087,TN,Jackson County,8,3,0,1,2005,0
2437,47087,47087,TN,Jackson County,8,3,0,1,2000,0
11764,47087,47087,TN,Jackson County,8,3,0,1,2003,0
30418,47087,47087,TN,Jackson County,8,3,0,1,2009,0
36636,47087,47087,TN,Jackson County,8,3,0,1,2011,0
5546,47087,47087,TN,Jackson County,8,3,0,1,2001,0
14873,47087,47087,TN,Jackson County,8,3,0,1,2004,0
24201,47089,47089,TN,Jefferson County,3,2,1,2,2007,0
2438,47089,47089,TN,Jefferson County,3,2,1,2,2000,0
5547,47089,47089,TN,Jefferson County,3,2,1,2,2001,0
33528,47089,47089,TN,Jefferson County,3,2,1,2,2010,0
8656,47089,47089,TN,Jefferson County,3,2,1,2,2002,0
21092,47089,47089,TN,Jefferson County,3,2,1,2,2006,0
30419,47089,47089,TN,Jefferson County,3,2,1,2,2009,0
27310,47089,47089,TN,Jefferson County,3,2,1,2,2008,0
36637,47089,47089,TN,Jefferson County,3,2,1,2,2011,0
17983,47089,47089,TN,Jefferson County,3,2,1,2,2005,0
11765,47089,47089,TN,Jefferson County,3,2,1,2,2003,0
14874,47089,47089,TN,Jefferson County,3,2,1,2,2004,0
27311,47091,47091,TN,Johnson County,6,6,0,0,2008,0
2439,47091,47091,TN,Johnson County,6,6,0,0,2000,0
17984,47091,47091,TN,Johnson County,6,6,0,0,2005,0
36638,47091,47091,TN,Johnson County,6,6,0,0,2011,0
21093,47091,47091,TN,Johnson County,6,6,0,0,2006,0
8657,47091,47091,TN,Johnson County,6,6,0,0,2002,0
5548,47091,47091,TN,Johnson County,6,6,0,0,2001,0
30420,47091,47091,TN,Johnson County,6,6,0,0,2009,0
11766,47091,47091,TN,Johnson County,6,6,0,0,2003,0
24202,47091,47091,TN,Johnson County,6,6,0,0,2007,0
14875,47091,47091,TN,Johnson County,6,6,0,0,2004,0
33529,47091,47091,TN,Johnson County,6,6,0,0,2010,0
21094,47093,47093,TN,Knox County,2,2,1,2,2006,0
5549,47093,47093,TN,Knox County,2,2,1,2,2001,0
11767,47093,47093,TN,Knox County,2,2,1,2,2003,0
24203,47093,47093,TN,Knox County,2,2,1,2,2007,0
8658,47093,47093,TN,Knox County,2,2,1,2,2002,0
14876,47093,47093,TN,Knox County,2,2,1,2,2004,0
33530,47093,47093,TN,Knox County,2,2,1,2,2010,0
30421,47093,47093,TN,Knox County,2,2,1,2,2009,0
36639,47093,47093,TN,Knox County,2,2,1,2,2011,0
2440,47093,47093,TN,Knox County,2,2,1,2,2000,0
27312,47093,47093,TN,Knox County,2,2,1,2,2008,0
17985,47093,47093,TN,Knox County,2,2,1,2,2005,0
33531,47095,47095,TN,Lake County,9,9,0,0,2010,0
8659,47095,47095,TN,Lake County,9,9,0,0,2002,0
30422,47095,47095,TN,Lake County,9,9,0,0,2009,0
14877,47095,47095,TN,Lake County,9,9,0,0,2004,0
5550,47095,47095,TN,Lake County,9,9,0,0,2001,0
27313,47095,47095,TN,Lake County,9,9,0,0,2008,0
21095,47095,47095,TN,Lake County,9,9,0,0,2006,0
11768,47095,47095,TN,Lake County,9,9,0,0,2003,0
2441,47095,47095,TN,Lake County,9,9,0,0,2000,0
36640,47095,47095,TN,Lake County,9,9,0,0,2011,0
17986,47095,47095,TN,Lake County,9,9,0,0,2005,0
24204,47095,47095,TN,Lake County,9,9,0,0,2007,0
8660,47097,47097,TN,Lauderdale County,6,4,0,0,2002,0
14878,47097,47097,TN,Lauderdale County,6,4,0,0,2004,0
24205,47097,47097,TN,Lauderdale County,6,4,0,0,2007,0
33532,47097,47097,TN,Lauderdale County,6,4,0,0,2010,0
17987,47097,47097,TN,Lauderdale County,6,4,0,0,2005,0
2442,47097,47097,TN,Lauderdale County,6,4,0,0,2000,0
11769,47097,47097,TN,Lauderdale County,6,4,0,0,2003,0
21096,47097,47097,TN,Lauderdale County,6,4,0,0,2006,0
36641,47097,47097,TN,Lauderdale County,6,4,0,0,2011,0
30423,47097,47097,TN,Lauderdale County,6,4,0,0,2009,0
5551,47097,47097,TN,Lauderdale County,6,4,0,0,2001,0
27314,47097,47097,TN,Lauderdale County,6,4,0,0,2008,0
5552,47099,47099,TN,Lawrence County,6,3,0,1,2001,0
21097,47099,47099,TN,Lawrence County,6,3,0,1,2006,0
2443,47099,47099,TN,Lawrence County,6,3,0,1,2000,0
36642,47099,47099,TN,Lawrence County,6,3,0,1,2011,0
11770,47099,47099,TN,Lawrence County,6,3,0,1,2003,0
30424,47099,47099,TN,Lawrence County,6,3,0,1,2009,0
8661,47099,47099,TN,Lawrence County,6,3,0,1,2002,0
24206,47099,47099,TN,Lawrence County,6,3,0,1,2007,0
17988,47099,47099,TN,Lawrence County,6,3,0,1,2005,0
14879,47099,47099,TN,Lawrence County,6,3,0,1,2004,0
27315,47099,47099,TN,Lawrence County,6,3,0,1,2008,0
33533,47099,47099,TN,Lawrence County,6,3,0,1,2010,0
2444,47101,47101,TN,Lewis County,6,4,0,0,2000,0
24207,47101,47101,TN,Lewis County,6,4,0,0,2007,0
36643,47101,47101,TN,Lewis County,6,4,0,0,2011,0
17989,47101,47101,TN,Lewis County,6,4,0,0,2005,0
30425,47101,47101,TN,Lewis County,6,4,0,0,2009,0
21098,47101,47101,TN,Lewis County,6,4,0,0,2006,0
11771,47101,47101,TN,Lewis County,6,4,0,0,2003,0
8662,47101,47101,TN,Lewis County,6,4,0,0,2002,0
33534,47101,47101,TN,Lewis County,6,4,0,0,2010,0
14880,47101,47101,TN,Lewis County,6,4,0,0,2004,0
5553,47101,47101,TN,Lewis County,6,4,0,0,2001,0
27316,47101,47101,TN,Lewis County,6,4,0,0,2008,0
21099,47103,47103,TN,Lincoln County,6,6,0,0,2006,0
36644,47103,47103,TN,Lincoln County,6,6,0,0,2011,0
11772,47103,47103,TN,Lincoln County,6,6,0,0,2003,0
33535,47103,47103,TN,Lincoln County,6,6,0,0,2010,0
27317,47103,47103,TN,Lincoln County,6,6,0,0,2008,0
17990,47103,47103,TN,Lincoln County,6,6,0,0,2005,0
2445,47103,47103,TN,Lincoln County,6,6,0,0,2000,0
14881,47103,47103,TN,Lincoln County,6,6,0,0,2004,0
30426,47103,47103,TN,Lincoln County,6,6,0,0,2009,0
5554,47103,47103,TN,Lincoln County,6,6,0,0,2001,0
24208,47103,47103,TN,Lincoln County,6,6,0,0,2007,0
8663,47103,47103,TN,Lincoln County,6,6,0,0,2002,0
17991,47105,47105,TN,Loudon County,2,2,1,2,2005,0
14882,47105,47105,TN,Loudon County,2,2,1,2,2004,0
33536,47105,47105,TN,Loudon County,2,2,1,2,2010,0
30427,47105,47105,TN,Loudon County,2,2,1,2,2009,0
24209,47105,47105,TN,Loudon County,2,2,1,2,2007,0
2446,47105,47105,TN,Loudon County,2,2,1,2,2000,0
5555,47105,47105,TN,Loudon County,2,2,1,2,2001,0
21100,47105,47105,TN,Loudon County,2,2,1,2,2006,0
11773,47105,47105,TN,Loudon County,2,2,1,2,2003,0
36645,47105,47105,TN,Loudon County,2,2,1,2,2011,0
8664,47105,47105,TN,Loudon County,2,2,1,2,2002,0
27318,47105,47105,TN,Loudon County,2,2,1,2,2008,0
24212,47111,47111,TN,Macon County,1,1,1,2,2007,0
5558,47111,47111,TN,Macon County,1,1,1,2,2001,0
21103,47111,47111,TN,Macon County,1,1,1,2,2006,0
11776,47111,47111,TN,Macon County,1,1,1,2,2003,0
2449,47111,47111,TN,Macon County,1,1,1,2,2000,0
27321,47111,47111,TN,Macon County,1,1,1,2,2008,0
30430,47111,47111,TN,Macon County,1,1,1,2,2009,0
14885,47111,47111,TN,Macon County,1,1,1,2,2004,0
36648,47111,47111,TN,Macon County,1,1,1,2,2011,0
17994,47111,47111,TN,Macon County,1,1,1,2,2005,0
8667,47111,47111,TN,Macon County,1,1,1,2,2002,0
33539,47111,47111,TN,Macon County,1,1,1,2,2010,0
27322,47113,47113,TN,Madison County,3,2,1,2,2008,0
33540,47113,47113,TN,Madison County,3,2,1,2,2010,0
21104,47113,47113,TN,Madison County,3,2,1,2,2006,0
14886,47113,47113,TN,Madison County,3,2,1,2,2004,0
24213,47113,47113,TN,Madison County,3,2,1,2,2007,0
17995,47113,47113,TN,Madison County,3,2,1,2,2005,0
5559,47113,47113,TN,Madison County,3,2,1,2,2001,0
36649,47113,47113,TN,Madison County,3,2,1,2,2011,0
8668,47113,47113,TN,Madison County,3,2,1,2,2002,0
30431,47113,47113,TN,Madison County,3,2,1,2,2009,0
2450,47113,47113,TN,Madison County,3,2,1,2,2000,0
11777,47113,47113,TN,Madison County,3,2,1,2,2003,0
11778,47115,47115,TN,Marion County,2,2,1,2,2003,0
2451,47115,47115,TN,Marion County,2,2,1,2,2000,0
27323,47115,47115,TN,Marion County,2,2,1,2,2008,0
30432,47115,47115,TN,Marion County,2,2,1,2,2009,0
36650,47115,47115,TN,Marion County,2,2,1,2,2011,0
24214,47115,47115,TN,Marion County,2,2,1,2,2007,0
5560,47115,47115,TN,Marion County,2,2,1,2,2001,0
14887,47115,47115,TN,Marion County,2,2,1,2,2004,0
21105,47115,47115,TN,Marion County,2,2,1,2,2006,0
33541,47115,47115,TN,Marion County,2,2,1,2,2010,0
8669,47115,47115,TN,Marion County,2,2,1,2,2002,0
17996,47115,47115,TN,Marion County,2,2,1,2,2005,0
24215,47117,47117,TN,Marshall County,6,3,0,1,2007,0
30433,47117,47117,TN,Marshall County,6,3,0,1,2009,0
8670,47117,47117,TN,Marshall County,6,3,0,1,2002,0
17997,47117,47117,TN,Marshall County,6,3,0,1,2005,0
5561,47117,47117,TN,Marshall County,6,3,0,1,2001,0
2452,47117,47117,TN,Marshall County,6,3,0,1,2000,0
11779,47117,47117,TN,Marshall County,6,3,0,1,2003,0
21106,47117,47117,TN,Marshall County,6,3,0,1,2006,0
33542,47117,47117,TN,Marshall County,6,3,0,1,2010,0
36651,47117,47117,TN,Marshall County,6,3,0,1,2011,0
27324,47117,47117,TN,Marshall County,6,3,0,1,2008,0
14888,47117,47117,TN,Marshall County,6,3,0,1,2004,0
5562,47119,47119,TN,Maury County,1,1,1,2,2001,0
17998,47119,47119,TN,Maury County,1,1,1,2,2005,0
27325,47119,47119,TN,Maury County,1,1,1,2,2008,0
2453,47119,47119,TN,Maury County,1,1,1,2,2000,0
33543,47119,47119,TN,Maury County,1,1,1,2,2010,0
21107,47119,47119,TN,Maury County,1,1,1,2,2006,0
36652,47119,47119,TN,Maury County,1,1,1,2,2011,0
8671,47119,47119,TN,Maury County,1,1,1,2,2002,0
30434,47119,47119,TN,Maury County,1,1,1,2,2009,0
14889,47119,47119,TN,Maury County,1,1,1,2,2004,0
24216,47119,47119,TN,Maury County,1,1,1,2,2007,0
11780,47119,47119,TN,Maury County,1,1,1,2,2003,0
2447,47107,47107,TN,McMinn County,4,5,0,1,2000,0
27319,47107,47107,TN,McMinn County,4,5,0,1,2008,0
36646,47107,47107,TN,McMinn County,4,5,0,1,2011,0
33537,47107,47107,TN,McMinn County,4,5,0,1,2010,0
5556,47107,47107,TN,McMinn County,4,5,0,1,2001,0
21101,47107,47107,TN,McMinn County,4,5,0,1,2006,0
14883,47107,47107,TN,McMinn County,4,5,0,1,2004,0
30428,47107,47107,TN,McMinn County,4,5,0,1,2009,0
8665,47107,47107,TN,McMinn County,4,5,0,1,2002,0
24210,47107,47107,TN,McMinn County,4,5,0,1,2007,0
11774,47107,47107,TN,McMinn County,4,5,0,1,2003,0
17992,47107,47107,TN,McMinn County,4,5,0,1,2005,0
24211,47109,47109,TN,McNairy County,6,6,0,0,2007,0
14884,47109,47109,TN,McNairy County,6,6,0,0,2004,0
2448,47109,47109,TN,McNairy County,6,6,0,0,2000,0
30429,47109,47109,TN,McNairy County,6,6,0,0,2009,0
11775,47109,47109,TN,McNairy County,6,6,0,0,2003,0
5557,47109,47109,TN,McNairy County,6,6,0,0,2001,0
8666,47109,47109,TN,McNairy County,6,6,0,0,2002,0
36647,47109,47109,TN,McNairy County,6,6,0,0,2011,0
33538,47109,47109,TN,McNairy County,6,6,0,0,2010,0
17993,47109,47109,TN,McNairy County,6,6,0,0,2005,0
27320,47109,47109,TN,McNairy County,6,6,0,0,2008,0
21102,47109,47109,TN,McNairy County,6,6,0,0,2006,0
36653,47121,47121,TN,Meigs County,8,7,0,0,2011,0
33544,47121,47121,TN,Meigs County,8,7,0,0,2010,0
8672,47121,47121,TN,Meigs County,8,7,0,0,2002,0
14890,47121,47121,TN,Meigs County,8,7,0,0,2004,0
2454,47121,47121,TN,Meigs County,8,7,0,0,2000,0
24217,47121,47121,TN,Meigs County,8,7,0,0,2007,0
21108,47121,47121,TN,Meigs County,8,7,0,0,2006,0
27326,47121,47121,TN,Meigs County,8,7,0,0,2008,0
17999,47121,47121,TN,Meigs County,8,7,0,0,2005,0
11781,47121,47121,TN,Meigs County,8,7,0,0,2003,0
30435,47121,47121,TN,Meigs County,8,7,0,0,2009,0
5563,47121,47121,TN,Meigs County,8,7,0,0,2001,0
36654,47123,47123,TN,Monroe County,6,6,0,0,2011,0
30436,47123,47123,TN,Monroe County,6,6,0,0,2009,0
21109,47123,47123,TN,Monroe County,6,6,0,0,2006,0
11782,47123,47123,TN,Monroe County,6,6,0,0,2003,0
27327,47123,47123,TN,Monroe County,6,6,0,0,2008,0
8673,47123,47123,TN,Monroe County,6,6,0,0,2002,0
14891,47123,47123,TN,Monroe County,6,6,0,0,2004,0
33545,47123,47123,TN,Monroe County,6,6,0,0,2010,0
18000,47123,47123,TN,Monroe County,6,6,0,0,2005,0
5564,47123,47123,TN,Monroe County,6,6,0,0,2001,0
2455,47123,47123,TN,Monroe County,6,6,0,0,2000,0
24218,47123,47123,TN,Monroe County,6,6,0,0,2007,0
30437,47125,47125,TN,Montgomery County,2,2,1,2,2009,0
5565,47125,47125,TN,Montgomery County,2,2,1,2,2001,0
36655,47125,47125,TN,Montgomery County,2,2,1,2,2011,0
14892,47125,47125,TN,Montgomery County,2,2,1,2,2004,0
11783,47125,47125,TN,Montgomery County,2,2,1,2,2003,0
24219,47125,47125,TN,Montgomery County,2,2,1,2,2007,0
33546,47125,47125,TN,Montgomery County,2,2,1,2,2010,0
27328,47125,47125,TN,Montgomery County,2,2,1,2,2008,0
2456,47125,47125,TN,Montgomery County,2,2,1,2,2000,0
18001,47125,47125,TN,Montgomery County,2,2,1,2,2005,0
21110,47125,47125,TN,Montgomery County,2,2,1,2,2006,0
8674,47125,47125,TN,Montgomery County,2,2,1,2,2002,0
14893,47127,47127,TN,Moore County,9,8,0,1,2004,0
8675,47127,47127,TN,Moore County,9,8,0,1,2002,0
24220,47127,47127,TN,Moore County,9,8,0,1,2007,0
33547,47127,47127,TN,Moore County,9,8,0,1,2010,0
27329,47127,47127,TN,Moore County,9,8,0,1,2008,0
5566,47127,47127,TN,Moore County,9,8,0,1,2001,0
18002,47127,47127,TN,Moore County,9,8,0,1,2005,0
2457,47127,47127,TN,Moore County,9,8,0,1,2000,0
36656,47127,47127,TN,Moore County,9,8,0,1,2011,0
11784,47127,47127,TN,Moore County,9,8,0,1,2003,0
30438,47127,47127,TN,Moore County,9,8,0,1,2009,0
21111,47127,47127,TN,Moore County,9,8,0,1,2006,0
24221,47129,47129,TN,Morgan County,2,2,1,2,2007,1026842
27330,47129,47129,TN,Morgan County,2,2,1,2,2008,970978
2458,47129,47129,TN,Morgan County,2,2,1,2,2000,277140
5567,47129,47129,TN,Morgan County,2,2,1,2,2001,280191
18003,47129,47129,TN,Morgan County,2,2,1,2,2005,401522
33548,47129,47129,TN,Morgan County,2,2,1,2,2010,1082848
21112,47129,47129,TN,Morgan County,2,2,1,2,2006,717351
8676,47129,47129,TN,Morgan County,2,2,1,2,2002,278031
36657,47129,47129,TN,Morgan County,2,2,1,2,2011,1106754
11785,47129,47129,TN,Morgan County,2,2,1,2,2003,290250
14894,47129,47129,TN,Morgan County,2,2,1,2,2004,400057
30439,47129,47129,TN,Morgan County,2,2,1,2,2009,1098590
5568,47131,47131,TN,Obion County,7,8,0,1,2001,0
36658,47131,47131,TN,Obion County,7,8,0,1,2011,0
2459,47131,47131,TN,Obion County,7,8,0,1,2000,0
21113,47131,47131,TN,Obion County,7,8,0,1,2006,0
30440,47131,47131,TN,Obion County,7,8,0,1,2009,0
18004,47131,47131,TN,Obion County,7,8,0,1,2005,0
33549,47131,47131,TN,Obion County,7,8,0,1,2010,0
27331,47131,47131,TN,Obion County,7,8,0,1,2008,0
8677,47131,47131,TN,Obion County,7,8,0,1,2002,0
11786,47131,47131,TN,Obion County,7,8,0,1,2003,0
14895,47131,47131,TN,Obion County,7,8,0,1,2004,0
24222,47131,47131,TN,Obion County,7,8,0,1,2007,0
33550,47133,47133,TN,Overton County,7,8,0,1,2010,0
14896,47133,47133,TN,Overton County,7,8,0,1,2004,0
27332,47133,47133,TN,Overton County,7,8,0,1,2008,12464
24223,47133,47133,TN,Overton County,7,8,0,1,2007,6854
5569,47133,47133,TN,Overton County,7,8,0,1,2001,0
11787,47133,47133,TN,Overton County,7,8,0,1,2003,0
21114,47133,47133,TN,Overton County,7,8,0,1,2006,14712
30441,47133,47133,TN,Overton County,7,8,0,1,2009,1854
2460,47133,47133,TN,Overton County,7,8,0,1,2000,0
8678,47133,47133,TN,Overton County,7,8,0,1,2002,0
18005,47133,47133,TN,Overton County,7,8,0,1,2005,9865
36659,47133,47133,TN,Overton County,7,8,0,1,2011,0
36660,47135,47135,TN,Perry County,8,4,0,0,2011,0
11788,47135,47135,TN,Perry County,8,4,0,0,2003,0
24224,47135,47135,TN,Perry County,8,4,0,0,2007,0
30442,47135,47135,TN,Perry County,8,4,0,0,2009,0
8679,47135,47135,TN,Perry County,8,4,0,0,2002,0
5570,47135,47135,TN,Perry County,8,4,0,0,2001,0
